ID,Reviews,Satisfaction
13438,drug   40 mil   two years suddenly severe reaction middle night   started feeling like razor blades throat   followed severe swelling lymth nodes   tongue   could   swallow great deal trouble speaking   rushed hospital ambulance hooked iv monitors 12 hrs   instructed take longer,Negative
13439,medication certainly lowered bp pros end   side effect nasal drainage cough  ll   taken drug nine   9   months coughed last nine months past nine years   cough     point sometimes gagged almost chocked   otherwise  problems   stopped taking drug last week   cough almost gone away,Negative
13447,severe headaches bystolic   started taking lisinopril   2 months drug headaches   new side effects lightheadness   weird dreams   feeling like fog   palpations rebound elevated bp times   drugs going cause time side effect   guess reading reviews experience   choose ones live,Positive
13450,hated   made tired point could wake morning   would recommend,Negative
13451,good response   assisted bringing bp normal modification diet exercise,Positive
13452,side effects,Positive
13454,blood pressure running average high   side effects   would recommend,Positive
13456,started taking always nausea   point throwing nausae   doctor change medication nasuea went away,Negative
13457,prescribed lisinopril 3 yrs   ago every time go dr   office bp spikes   white coat syndrome     panicked put 20mg day   terrible sinus problems   palpatations   tiredness   ear buzzing   tried decrease dose wean drug   body addicted point   also rebound incident sent er meds   want drug,Negative
13461,since problem dizziness doubling dose struggle lightheadness,Positive
13464,take 10 mg day   blood pressure less 120 75   taking 5 years   little dry cough awhile went away   works great,Positive
13467,sixth day along amlodipine experienced horrible side effects   swelling   fatigue   feel awful    t   nurse said stroke risk   bp always goes nervous anyway     like clonidine   gave 2   amlodipine lisinopril     take another day   sick tired feeling sick tired,Negative
13470,medication one works   far experienced side affects aware,Positive
13473,side effects first   went replaced aches generally feeling unwell times   benefits seem weigh side effects new see time,Positive
13474,2 years developed dry couth,Positive
13479,caused constant coughing difficult sleeping result always coughing phelgm doctor prescribed cozarr place   one caused dizziness blurred vision,Negative
13480,medication flushed potassium body caused palpertations   irregular heart beats     doctor prescribe new medicine hypertension,Negative
13481,works great,Positive
13482,taking medications 40mg    along clonodine 0 01 bp still 140 99 plus range   african american 59 year old female medication cause chest pains   sensitivity teeth mouth area   done feel good   see doctor tomorrow discuss change   go gym least 3 times week   bicycling   walking   diet change still bp high   medication seems like posion   retaining fulid   gain   less urnination etc   seen results,Negative
13483,6 mo   taking lisinopryl terrifying spinning   could hardly get bed   dizziness   heaviness   dr  increased dose still problems also anxiety   slight daily cough   difficulty swallowing food   went within week   med left body   felt still feel much better   bp med   normal range   also   flatulence gone least 50     disturbing could   figure causing   appears lisinopril culprit    ll never take med,Negative
13486,developed cough ache though flu   changing medication   1 1 2 months,Negative
13487,husband taking 2 weeks   felt way worse   reading reviews see   alone   arthritis pain skyrocketed   coughing   lightheaded   dizzy   hot flashes   nausea   loss sex drive   good   talking dr asap stopping   thank everyone posted side affects    ll informed going acceptable,Negative
13489,developed cough   slowly became severe   doctor changed medicine different medicine   wondering long cough persist   2 weeks   cough   often   still occurs,Negative
13490,6 mo   taking lisinopryl terrifying spinning   could hardly get bed   dizziness   heaviness   dr  increased dose still problems also anxiety   slight daily cough   difficulty swallowing food   went within week   med left body   felt still feel much better   bp med   normal range   also   flatulence gone least 50     disturbing could   figure causing   appears lisinopril culprit    ll never take med,Negative
13494,lisinopril worked problem medication dry cough started every turned time   started wake times night ended problem different times day night stop taking medication altogether,Negative
13496,feel drugged,Negative
13497,taking medication many years two rushed two hospital suffering potentialy alergic reaction,Negative
13498,k   5mg daily,Positive
13499,good   effective,Positive
13505,using different manufacturer generic   pharmacy changed watson   able keep htn control since change   dr appt week,Negative
13507,fibromylgia made worse   helped blood pressure   felt great   ached hurt joints   took 4 weeks quit,Negative
13508,blood pressure normal   thank kindly,Positive
13510,medicine gave terrible side effects   unexplained dry cough night   joints fingers hurt much   seemed like fog   even thought type arthritis found internet drug side effects many people   take atacand works,Negative
13512,developed dry cough   warning accompanying prescription   know adverse side effect,Negative
13513,med cause severve pains lower legs   extreme tiredness headache along tingling arms fingers,Negative
13518,bp seems rise dr visits   take 2 20 mg tablets daily,Positive
13519,dizzy   headspinning   loss balance including falls   norvasc   bring,Negative
13520,3 yr user 10mg lisinopril   brought bp back normal range   stopped taking bp stays 116 67 133 78   movement restricted due back surgery 1990   still mow lawn   abel lot bending twisting,Positive
13521,p   165   forgot bottom number     low 130   consistently   drug two years,Positive
13522,taking drug 2  10 mg per day 1 5 years   bp dropped dramatically first year slowly risen still much lower   active 65 feeling great   fortunately symptoms reported others,Positive
13523,taking prescribed constant cough kept good night   sleep gerd acid reflux every time constantly coughed irritaed gerd condition point coughing would lose breath tried breathe burning throat unbearable unbearable catch breath couldnt 15 minutes   would always need help choking ti clear throat,Negative
13524,intense cough right 30 days start taking drug   however cough gone several weeks working well,Positive
13525,drug worked great lowering pressure could take cough   tried everything sooth cough kept making lose sleep   drug cheap works stand coughing   switched losatan coughing stopped sure yet lowers pressure good one   pay   80 00 month vs   4 00 drug   wish change drug really worked coughing problems   seems blood pressure meds nasty side effects   hope found one     soon tell   find coughed lot lifesavers helped wants woken hours night eat lifesavers,Negative
13526,taking two months   still get little dizzy time time noticed skin extremely dry   issue never began taking lisinopril   seems job   keeping bp control,Positive
13527,experienced fiblilation heart   headache   constipation   weakness general ill feeling taking two days,Negative
13530,shortness breath climbing stairs short bursts taxing exercising   yet cardio exercising 45min treadmills   elliptical   etc   could side effect lisinopril,Positive
13533,almost died allergic reaction drug   treated emergency room montgomery general hospital olney maryland,Negative
13534,problems,Positive
13536,9 years started 5mg 10mg working good,Positive
13544,thought going die cough     assumed sinus infection since work children usually whatever   went back doctor couple times   nothing ever mentioned side effects cough   would start sharp pain throat   like pin sticking   tears would come   cough     truly cough  ll   could   sleep night   think kept robitussin cough medicine stock couple months   nausea horrible coughing     read reviews site   stopped taking immediately     excited know   losing mind dying   called doctor   office day went next day   doctor   seem nearly excited discovery   think med causing problem     think crazy     intimidated     know body     bad symptoms horrible     really hard think straight,Negative
13546,drug worked great high blood pressure side effects almost   body pain acute   see side effect 30 days taking,Negative
13549,works well   bp 150 90 times checked   taking lisinopril couple weeks   bp numbers 120 80   light cough first started medication   ended,Positive
13550,started taking lisinopril 2 weeks ago     came pulse skyrocketed   120 128,Negative
13551,african americans take medicine 5 times greater risk develop angioedema   ae   caus swelling eyelids   lips   face,Negative
13554,use according bp readings,Positive
13561,workd well keeping blood pressure undere control,Positive
13565,every side effect drug   fatigue   weakness   depression   cough   scalp itching   body aches   feeling like something must seriously wrong   ie cancer   kidney pain   urinary tract infection   loss appetite   trying hang flushes system   drug poisoned,Negative
13566,given meds doc   working   lisinopril great,Positive
13567,increased anxiety increased blood pressure,Negative
13569,cant sleep choking feeling   post nasal drip   throat feels constricted dry   panic felings   strong anxiety especially laying   also feels hard breath   especially closed places   exhausted lack sleep,Negative
13571,took drug 5 days day side effects got worse   weakness   fatigue   severe low blood pressure   headaches   felt like thowing   joint pain   swelling joints   minor chest pain   sore throat   leg foot cramps   stopped taking drug blood pressure dropped 78 61   drug urge others aware side effects,Negative
13572,taken 5 years yesterday woke distorted face   looked like gorilla swelling lips cheeks unbelievable   dr immediately attributed angioedema lisinopril   taken prednisone benadryl home going office also gave shot steroids   wondering fatique night sweats years may also side effect   go back hctz,Negative
13573,worked lower high blood pressure bad experiences,Positive
13574,caused muscle weekness pain   caused facial hives,Negative
13578,helping keep blood pressure normal,Positive
13579,67 years old high blood pressure avapro several years     never could stabilize bp   almost 3 years ago begged dr  try something else   recommended lisinopril   big difference   happy,Positive
13583,started 20mg prinivil   one week gave good results   would spike day srtage 1 hypertention 2 months   md increased dosage 30 mg dropped optimal readings week stays day,Positive
13584,med caused develope cronic dry cough   aggetating coughing day sleep,Negative
13585,headaches   dizzy time   thirsty time   dry cough   pain back kidneys   sweating   tempature goes   spacy feeling like   drops blood pressure normal side affects overwhelming deal   makes feel like im dying   anxiety attacks worse feel depressed,Negative
13586,diastolic reading stays 120 time   decide whether ask dr  need keep taking needed basis quit taking,Positive
13588,used 1 week far  ve fluid lungs   followed dry coughs   fever   watery eyes   sore throat swelling   headaches   many side effects short period time,Negative
13589,taken since diagnosed high blood pressure   take low dose along aspirin metoprolol 25mg   kept pressure check side effects,Positive
13591,uncontrolable goughing lying,Negative
13594,problem coughing,Positive
13595,heart disease metropolol plus statins   good success lisinopril   cough others indicated also problem stuck meds cough gone 3 4 months   leg cramps also years   secret dealing keep legs feet warm night   blood pressure never higher 120 80 heart rate 62  previously resting heart rate 102  stick meds thru first six months think side effects lessen,Positive
13596,beieve worked feel find wonder cause cough,Positive
13599,seems hour taking begin become tired lasts day,Positive
13600,dad taking medication 10months without major change bp   one night   top lip started swelling non stop   admitted hospital   told allergic reaction drug   side affect     lips face stayed swollen 4dys,Negative
13601,routine check blood pressure discovered 156 86   doctor rechecked pressure standing found lower great   briefed drug   possible side effects sent walmart get started   bp fell 120 75 soon checked following ingesting pill   drug days supposed   going monitor signs breathing difficulties,Positive
13603,2 hours taking drug throat swelled ended emergency room,Negative
13605,headache   dizziness,Negative
13606,within two hours taking drug   pressure dropped 150 95 120 75,Positive
13607,glad looked reviews lisinopril   taking 2 wks   developed severe cough   lots sinus drainage sores tongue   coughed night gagged   sucked cough drops help   throat sore month know terrible drug   thanks reviewers took time write experience could help rest us,Negative
13608,started taking know effective,Positive
13609,take medication metoprolol control high blood pressure   completely controled    ve side effects also,Positive
13610,lowered bp well,Positive
13611,lisinopril caused severe sinus congestion problems wife,Negative
13612,lisinopril keeps blood pressure like supposed   good bp readings since taking,Positive
13613,switched calcium channel blocker plus lasix   lisinopril longer need  water pill     bp reflects activity stress much better   ace inhibitor taken food   love,Positive
13616,lower dose  20mg failed lower   doctor increased 40mg   results worse    e    175 76,Negative
13617,brought bp course 3 weeks   190 120 123 82   job meantime feel like alive   exhaustion   headaches   chills   sweats   loss appetite   feeling like head screwed straight   dr  switched another med side effects make tired exercise take care gaining     frustrating  hoping find balance,Negative
13619,impotence,Positive
13622,taking medication 2 months   bp gone 150 90 120 80   side effects   read reviews   many mentioning cough   experienced   luckily experienced side effects,Positive
13623,third medicine doctor tried blood pressure   works lowering bp fatigue tiredness intolerable   also ca   sleep night   one thing   gotten cough   going see doctor insomnia horrible,Negative
13624,5 mg  day produced   115 75   best blood pressure 10 years cough   two three weeks   developed stomach pain mild diarrhea discontinue return metoprolol,Negative
13625,constantly hoarse,Positive
13627,developed horrible cough soon starting medication   realize medication cause stopped taking 6 weeks later  went doctor cough determined cause,Negative
13628,want know drug forever   high blood pressure better does drug make tired somwhat like waterpill what weight gain,Positive
13631,feel medication affecting sexual performance,Negative
13632,problem drug since 1999  started taking lisinopril hbp,Positive
13633,started 5mg   10   20   40   2 20s   bp improved underwhelming   middle 80s middle 130s     doctor added 12 5 mg diuretic day   12 5 twice day still change   except frequent bathroom trips     impressed lisinopril worked dr    wife likes   taking meds hypertension   especially 2 meds twice day   want improved bp   want good bp     know change next month,Negative
13635,bp high   dr put 10mg day   lowered bp   developed bad cough   occasional chest pain   stopped taking week ago   cough improving greatly   almost gone   see dr next month   plan look methods controlling bp taking pill,Negative
13637,ive taken low dose drug past year   2 5 mg never high bp cardiac stent placed last nov  cant really tell gradually developed horrible cough   starts bout 5mins lay im night   dont know im cough insomnia separate side effect   sore throat welland went turned 2 entd  first telling allergies acid reflux second telling may side effect particular medication   decided look website saw several people similar side effects   would rate drug goo effective useful   however never high bp begin knows however   quality life issue cough absolutely horrible also keeps wife well would suggest  speak cardiologist asap  develop side effects  im discontinuing today   also sneezing sneezing fits sometimes uncontrollable another issue,Positive
13640,went doctor unrelated check   discovered blood pressure high   154 90     doctor prescibed medication  1 week     climbed steadily till today 168 112   discontinuing use till see doctor 2 days,Negative
13641,drug 7 years   dr switched expensive diovan   right away coughing started   day especially soon lay night   non stop   5 minutues bed cant breathe stay stuffed night   cant used decongestants   another stupid thing noticed couple years back incontinence   coughing nite causes pee constantly   hate   say med definitely work meds lower pressure   went 235 130 average 116 70   work even pee every time cough,Positive
13642,sometimes dizziness dry cough   blood pressure remains low stable   take decongestants   found children   decongestants work   pharmacist recommended dose low   allergies congestion hard get rid,Positive
13643,worked well mild high blood pressure   take 20mg per day   side effects,Positive
13644,works well controlling high number blood pressure,Positive
13645,cough 9 months seems getting worse dr dose cough even worse pain rib cage leg cramps   also able sleep night drug feel bp gone done seems go see dr next week demand taken get new dr,Negative
13648,reduced bp 155 160 around 115 120 three months   decided put cough although annoying times   still feel lightheaded slightly dizzy times,Positive
13649,using hctz adde high blood pressure fluid pill,Positive
13650,helps control blood pressure issues,Positive
13651,ever since first episode anxiety blood pressure elevated doctor decided finally time get blood pressure med   prescribed lisinopril   hours taking first dose upper abdomen hurt bad though type internal injuries   began throwing   fainting ended unable walk much less even sit 3 days   stopped taking thought flu sick even worry bp   got well started med stomach doubled pain days   finally read reviews learned lucky levettep lisinopril making severely ill   like   saw doctor abdominal ultrasound rule gallbladder problems   ended treated gastritis told bad allergic reaction drug     almost 2 months stomach still healed   never life bad reaction drug like lisinopril   wonder warns kill unborn child  re pregnant   ill felt though going kill   thank shared experience drug   otherwise   think would figured bp med   making ill  fda take closer look dangerous medication possibly recall     know stomach ever completely heal,Negative
13652,ve coughing gagging tickle throat   also sinus drainage gets much worse lay sleep   sleep coughing spitting phlegm   also pain right side neck   lisinopril since end may   finally went throat specialist told drug cough one side effects,Negative
13653,intchinmg rash reaction,Negative
13654,med sooooo much better benicar     take 10mg   bp consistantly good   big fluctuations   panic attacks     thank god     far   good   3 months     although still anxiety left taking benicar   hoping go away soon     fairly annoying   good news lisinipril ok,Positive
13656,effect taking caused hacking dry annoying cough smoker   drug switched atenolol evening 25mg morning hydrochlorothiazide 25mg   took month rid cough   much happier bp averaging 120 80   age 54,Negative
13658,diagnosed diabetes hbp   last read dr  ofc 170 104   dr  put 40mg per day take right bed   workout 4 5 days wweek watch eat   goal weight 170     5   7 176lbs 6lbs go   1800 2000 cals day   also talking 1000mgs metformin day 500mg day   500mg   night   far good,Positive
13661,slight increase cough first     working fine   exercise watch sodium intake   sure helping bp well,Positive
13662,taking lisinopril past year   started coughing soon starting drug know side effect   coughing 100 times day   cough got bad dr  sent allergist ent dr    plus chest xrays lots meds try control cough   finally read side effects got put med ace   dr  never mentioned side effects med        even year suffering daily numerous appointments   feel like fool looking sooner   still cough   getting less   less,Negative
13663,taking drug year half   low dosage effective   recently dosage increased 20mg form 10mg   hopefully lower bp,Positive
13664,increases med since march change bp   increasing side effects   doc said   patient   takes work people     tried highbp meds without success   put lisinopril 10 mg  may mild dizziness fatigue change bp 140 90 170 100   increased 20 mg early august chronic sore throat   fatigue   dizziness balance problems worse   increased 30 mg  halloween   sore throat became wet cough   insomnia   draining nose   getting worse think lisinopril   money limited   patient trying get bp   seen change bp increasing side effects,Negative
13668,horrible cough med   dr  believe   8 months tx drug   upon insistence get chest  ray x2   blood wk ekg finally decide try another med  immediate relief cough,Negative
13672,started feel nauseous time,Negative
13673,lisinopril keeps bp around 125 80   without around 170 90   five years use   40mg day 59 thur 63 years age   also take laurtab celebrex lyrica viagra   100mg   two packs marlboro lights box   developed serious cough one year doctor switched amlodipine besylate 5mg day   wait see works   wonder cough lisinopril,Positive
13674,taking 20mg day bp dr  office 140  s   several bouts swollen tounge face   dr er said food allergy      dr increased dose 40mg day  week later another episode swelling tounge lips   dr changing med hctz,Negative
13675,bp 210 90 getting med   one month 150 80   given double dose script   one month bp went 120 50 light exercise diet feel confident works adverse affects,Positive
13676,switch hyzarr lisinopril   less expensive drug   doctor gave samples take 3 week see could tolerate   almost immediately developed cough thought allergy weather changes     third week   cough horrible especially night lying     includes heavy sinus drainage resulting coughing point gagging   definitely trying something else,Negative
13678,dr prescribed tuesday cough started wed  monday ended er throat closing   trouble breathing   etc   still taking breathing treatments coughing   terrible   severe allergic reaction went respiratory,Negative
13679,given drug 8 22 08 5 hours later icu vent 3 weeks later put vent   time ended trach tube 7 months could talk anything machines keep alive   life ca   go outside rain fear cold ca   go outside hot cuts breathing little   ca   get help suffering life,Negative
13682,taking year   40 mg     none side effects others complained   effected sex drive   dr switched atenolol drug also helps protect kidneys   far happy,Positive
13683,works good condition   however makes dizzy take daytime   doctor advised take bedtime,Positive
13686,arrived er 212 95 bp immediately treated sent home   doc prescribed lower dosage 1 month doubled get bp 120 60   suppose works pretty good,Positive
13687,prescribed help high blood pressurei take 1x daily along verampamil   pessure still   also diabetic,Positive
13688,medicene may years issues   works great,Positive
13690,gums swell   trouble getting maintaining erection,Negative
13692,using medication 14 years works combination hctz   water pill     comibination makes work,Positive
13696,insurance paid   600 worth blood work doctor   familiar side effects    ve quit taking junk   could   figure cramps toes   feet   side rib cage would   go away   reading reviews   know   also figured reason ca   sleep night advise dr change meds     terrible cough   husband removed medication weeks usage due cough,Negative
13698,new drug,Negative
13699,took medication year   lower bp 10 points right start alternating continuous bouts diareah constipation always bloated muscle achy joints   took med   bp went 10 points feel 100   better,Negative
13700,medication july 8th   2009   taking 10 mg  recent transient ischemic attack   tia   blood pressure holding steady 110 68 117 74 proper diet   remember works   everyone rssults   proper diet excerise work   richard  bowden rjbowden   mindspring com,Positive
13701,horrible problem coughing   doc took pronto   lisinopril   alternative   suggested insurance co  altace   found   lung xray ent work lisinopril ace inhibitor large number people suffering cough side effect   wayyy 4   drug company claims,Negative
13703,experiencing problem caoughing,Positive
13705,helped bloodpressue side affect get foot cramps doc told take   blaine   magox 400 magnesium supplement   works well,Positive
13706,dry mouth,Positive
13712,lot cramps legs since started drug,Negative
13715,always tired   get headaces moody imust push toget anything accomplished   blood presser still around 165 180 always depressed maybe laid off  try excersize relx cant stay focused sleep well night eat well at times must without isurance see dr for presscription  takin10mg take 20 mg,Negative
13716,rash,Negative
13717,drug almost killed   every serious side effect medicine went doctor every two weeks flu like   went dx illnesses ultimately leaving fall seriously ill lung infection well sinus infection  careful   ignore   doctor mine get new one   trusting doctor  s,Negative
13718,medication helped,Positive
13720,worked great bp within 48 hours   unfortunately 2 weeks taking med developed massive allergic reaction form rash   arms trunk covered painful hives   taken lisinopril immediately doctor,Negative
13723,infrequent dry cough,Positive
13724,getting dizzy standing   walking time,Positive
13725,long enough know   helping bp   make thirsty gives metal like taste mouth,Positive
13729,taking medication 6 months numbness tingaling arms legs  coughing works great blood pressure,Positive
13732,drug works wonderful keep bp low side effect hair keeps falling   week starting hair began falling fast rate  ll take high bp,Positive
13733,blood pressure   dizzyness frequent especialy standing suddenly also prone headaches never,Positive
13734,taking 10mg every day past 10 years never experienced side effects   blood pressure effectively stabilized,Positive
13735,severe coughing fits first months   taking two years   occasionally still coughting bout   mostly night   however   bp consistently 115 120 75 80   170 110   winner,Positive
13736,upset stomach,Negative
13737,queesy stomache   lifgt headadness   doctor gave flu shot day started med,Negative
13739,medicine made cough time   sometimes would cough much would start gagging eventually throw   also gave foggy head feeling   rename med coughopril,Negative
13741,works great,Positive
13747,medication worked lowering bp   hopitalized 3 separate occasions intense stomach intestinal swelling pain realizing allergic ace inhibitors,Negative
13751,worked well quickly   mild side effects days   feel great bp 120 80,Positive
13755,57   female weight 50 lbs   take otc meds   1 aspirin   1 prilosec   1 fish oil   2 tylenol pm sleep   thats take   went dr today strep throat   fever   bp elevated 154 84   blood work previouly great normal range except chlorestol little 200   wanted put medication said low side effects   reading 125 comments bad cough   hair loss   loweing bp unsafe level   insomnia   weight gain   sores lips   think  ll lose weight chose take meds   many cons enough pros side effects   thanks info   able get back drs   time spend  you   rush oh give rx strep throat take   drs gone used care health surely getting paid enough services,Negative
13760,felt really well taking first days medicine visible side affects,Positive
13761,medication 6 mo   complained dr  dry cough ringing ears   said probably allergies   never allergy life   also became dizzy turning sleep   dr  gave pills vertigo   getting ready hip replacement surgery dr  said potassium levels high   6   stop eating bananas wo   clear surgery     eat bananas   research told lisinopril causing symptoms finally switched atenolol surgery   thought good dr  ucla honors diagnose,Negative
13762,bad experience use fleet phosphosoda bowel prep colonoscopy   age 55   please read fda report use lisinopril bowel prep     hear doctor     one size fits prep     longer take lisinopril,Positive
13765,brought bp 175 110 125 83 two weeks   amazing   also keeps coughing like whooping cough   day night   nothing seems help relieve minute two   went drug three weeks hell   amlodipine   calcium chnnel blocker     still coughing almost one week ceasing lisinopril   understand cough linger weeks   think   best exercise diet get healthy weight high bp affected diet   weight   least one might able reduce dosage bit,Negative
13766,first day took lisinopril side effects blood pressure   next day dizzy heart racing pulse 100  second day still racing heart pulse   called doctor put back old medicine   found   mix well celebrex   also cough     know sinus   take medicine anymore,Negative
13767,frequent headaches   swelling rapid weight gain 20 pounds 3 months,Negative
13768,another view drugs site name   blood pressure still control   trach tube helps breath   happen took drug   must keep 3or4 month still   know get voice back   without speaking tube throat   careful taking drug   one lucky ones lived tell story drug life ruin   job ca   get help must waiting almost dead get   big companies make money behalf make pay drug put market almost kills someone kill someone   let family member bet would want drug companies something drug   happen 8 22 2008 5 hrs later er 20 later icu ventilator 5 day put sleep body could go   face   throat   eyes   lips   entire body swollen   careful drug take today date 12 23 2008 christmas   happy alive   breathing tube   must keep suction machine   breathing machine keep throat getting dry   cough still much fda check drugs put market thanks,Negative
13770,works hbp meds,Positive
13771,made dizzy tired time,Negative
13772,blood pressure great 117 78 ed im 41,Negative
13774,take medications   think may making blood pressue go low,Positive
13775,18 years   doctor considering increase,Positive
13776,taking medicine 10 yrs   recently   dry mouth   hacking cough night   shortness breath   lump left side chin   medication control blood pressure   117 70   idea   medication could cause problems   thanks review,Negative
13777,started taking lisinopril 10mg first three days started coughing night sleep lost sex drive   week wife hospital went visit spend night   got morning nurses attending got chair fainted   got 20 seconds cold sweating   nurse checked pressure 80 55 taught happened eaten   reading different complaints realise medication  use get jog every morning feel lazy   also serious stiff neck right side little diziness  immediately stop taking medication have check doctor christmas,Negative
13783,reading posts side effects     mean literally   stopping medication   40 mg 2 years date lethargic   tired time   memory good   hands go numb   dizziness time   feel toes   feet feel like pins needles sticking time resting   doc says arthritis know better   bacterial infection gland chin swelled size golf ball caused type blister form corner upper lip resulted huge scar 3 weeks bunch cipro   doc acts like   know going   maybe   act   changing meds doc   taking trash   glad found site   3rd bp doc   going   doctor means money healing   true healers world butt load doctors,Negative
13785,dizzy spells   also cough go away   sometimes cough hard feel like pass   care medication,Negative
13789,developed severe ongoing headache   cardiac dysrhythmia   severe fatigue   md switched beta blocker now so  ll see works,Negative
13791,took drug 15  yrs starting zestril insurance kept dropping generics ending lisinopril   recogonize side effects unyil 3weeks ago swollen upper lip mother developed drug   thinning hair year plus aches neck knee last year also ear noise   fatigue also one gets 50 start blame age meds   closely watch new meds future,Negative
13793,stroke found blood pressure borderline   take 2 5 mg  slight cough occassionly   1 nosebleed   lower bp normal range,Positive
13796,taking medication close 2 years   high blood pressure completelly controlled,Positive
13798,medication gave dry   hacking cough disrupted sleep work weeks stopped using doctor   instruction,Negative
13799,take 40 mg   every day totally exhausted dont energy getout bed days always tired appetitei also take 100 mg of metoprolol twice day when tell doc all question wonder   think need new doc new meds,Negative
13801,taking med since end october 2008  worked well keep bp check   however   coughing time nuts   use cough drops throat losenges   seems help time   especially night   feel fatigued alot   could also combination problems meds   side effects   med working well far,Positive
13805,commonly described cough   plus weird blistering palms hands palm side fingers   skin started seriously peeling   doctor changed prescription cozaar 50 mg problems,Negative
13808,noticed many side effects     taking month two   blood test cholesteral   liver slightly elevated   put omega 3 cholesteral   instead drug     year later   went blood test thyroid   also checked liver count   gone sky high   way   find lisinopral causing   believe   anyone else problem,Negative
13809,took preventive measure diabetes supposed good kidneys   additionally   starting get borderline hbp   stop got nasty cough   unrelentless,Negative
13810,started taking lisnopril year ago serious side effects   main problem dry cough heaving developed   night could sleep without glass water bedside   normal work hours could   hold conversation without hard piece candy   condition got worse changed doctor   medication     take lisnopril dry cough heaving   advice get another medication one kills,Negative
13811,lisinopril   5 mgs    nearly year   dizzyness   headaches   sinus pressure recently developed   burning mouth syndrome     sometimes caused ace inhibitors   drug   experimented see getting medication helped     first time tried even half pill   came back immediately   lucky read side effect know causing couple months   like drug one   4 drugs around town   put norvasc health insurance   understand pricey   sensitive medications lots drug allergies hate taking kind medication,Negative
13816,medication keeps blood pressure   however   developed   dry cough     especially night   worst joint pain     feel every day hit truck       ask doctor try different medication   actually feel joint bone disease,Negative
13817,put med wonderful renal doc pediatric hospital   worked beautifully   big problem babies part     found another med works well   right     dangerous take one   children,Positive
13819,distroy remaining pills   right start experienced worst caugh ever life   would choke eyes turned red   children thought dying   lets talk leg pain   terrible   poor wife would caugh bed night thanks everyone left survey important,Negative
13820,taken med 4 days experiencing rash arms neck   yeast infection   frequent urination   change blood pressure time   calling doc morning,Negative
13821,kept bad headaches,Positive
13824,taking one pill got red rash arms neck next morning violent cramps went emergency felt horrible cramps day   ct scan nothing blood work   reaction drug   take,Negative
13825,thought developed severe   alleregies     nasal drainage   coughing   strange   symptoms went away went med another,Negative
13826,drug 14 years effectively maintain healthy blood pressure   discernable effects   also told pharmacy drug beneficial maintaining kidney health   though know teh physiology claim,Positive
13827,horrible alergic reaction medication 4 years   muscle pain   blurred vision   vasculitis sick almost 1 year doctor tested informed allergic lesinopril,Negative
13829,took drug several years blood pressure place side effects bad   dry hacking cough every night severe leg pains   dr   said related drug   moved another state new dr   took drug immediately switched another one   leg pains years suffering dry cough,Negative
13832,ben taking lisinopril low dosage past 6 years   dental work 1 month ago   bp elevated   doctor doubled dosage   sine   experiencing dry mouth every night   since reading comments causes dry mouth   going speak doctor,Positive
13834,ve using lisinopril 2 years   brought bp high 130s high 80s low 120s low 70s   known side effects,Positive
13837,started drug recently never got see lowered bp side effects bad   3 days taking pills experienced extreme bloated feelings gas abdominal pain   lasted 3 days time   take pills   also nauseated could   swallow   symptoms resolved thought stomach flu   started take lisinopril 2 days became sick severe stomach cramps gas time vomiting   immediately stopped got better day   going try something else   apparently side effects affect 2   taking it lucky,Negative
13838,taken med 5 days light headed dizzy tierd headachs im going try deal 10 days get better go see doctor,Negative
13841,wanted let everyone know medication worth side effects   first day took medicine problems shortness breath   dizziness   fatigue dry mouth hacking cough day night   read side effects came pills started experiencing several went back doctor changed different medicine still cough   4 months ago   works great lowering blood pressure though,Negative
13842,hbp 147 90   taking month 132 82   side effects   maybe joint pain   bad   happy,Positive
13846,started 10 mg  increased 20 mg  bad dry cough,Negative
13848,noticed drug reduces semen count stregth eyaculations takes sex drive away use,Negative
13849,lisinopril definitely worked blood pressure everything else completely whack   suffered severe dizziness   blurred vision   racing heartbeat severe anxiety   kept complaining doctor yet refused believe lisinopril causing side effects   finally told refuse take   10 days started feeling lot better   never ever take lisinopril   ever,Negative
13850,bp 170 110 dropped 20 points systolic diastolic 20mg lisinopril   taking 1 week   day   expect improvement next weeks   mild side effects     fatigue   indigestion   big deal   far   would continue med indefinately   continue posting issues   good luck,Positive
13851,medication   used elevated blood pressure   help stubborn blood pressure used atenalol hctz   side effect   noticed persistent caugh   terrible   increasingly irritating   doctor suspected lisinopril took   caugh disappeared within 3 weeks   dr  says takes long longer,Negative
13854,found medicine helpful another medication lower blood pressure side effects,Positive
13862,lisinopril lowered blood pressure far much   tonight 78 55   ca   sleep awful scratchy cough itching lungs   terrible diarrhea poor appetite     tired    ve little week     calling doctor tomorrow find get stuff   one weird side effect     5 6 allergy attacks day   normally season   one two week   feels like body ca   protect,Negative
13865,taking 40mg   low side blood pressure still stays 100  53 year old male   heart attacks strokes     low side still 100,Positive
13866,lisinopril 20mg nearly 6 years side effects kind   blood pressure consistently runs 134 72,Positive
13868,taking atenolol almost year   would died taken another year   taking med 4 years lowered blood pressure normal levels   never side effects   love it,Positive
13869,medical center pharmacy filled prescription   125102 30 lisinopril dr  rigonan   15 tbs   round   light pink 20 one side lupin side   returned missing 15   darker pink   thinner   rx534 one side blank side   3 days ago pressure went 130 74 188 94 taking second pill   vision got blurred could barely walk   huge mistake made   examine pills   second 15 marked container   mixed tablets,Negative
